Name;NHM_Id;Produktudbyder;Produkt;Risikoniveau;År til pension;ÅOP;Date;Return;Serie;IsBenchmark;
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-08-2021;0.013981405534862476;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-09-2021;-0.018306122972377326;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-09-2021;-0.024401251267179513;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-09-2021;-0.010657726872246713;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-09-2021;-0.021288661905495613;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-09-2021;-0.0241739184119044;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-09-2021;-0.02225118724687343;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-10-2021;0.021868818004175505;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-10-2021;0.036899100311536426;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-10-2021;0.025374781841402506;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-10-2021;0.033360105107001194;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-10-2021;0.042130895310423674;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-10-2021;0.02700105301876969;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-11-2021;0.004534136801588762;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-11-2021;-0.003372464229116412;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-11-2021;-0.0037558365485880897;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-11-2021;0.0005346507031780686;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-11-2021;-0.0007667310063450026;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-11-2021;0.002649874423594862;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-12-2021;0.021775908606825434;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-12-2021;0.027623112195533928;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-12-2021;0.02699354534028428;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-12-2021;0.02508113779119311;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-12-2021;0.025190581717790365;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-12-2021;0.02098629197151897;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-01-2022;-0.03468074589285097;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-01-2022;-0.028095120082481273;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-01-2022;-0.0220218345188459;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-01-2022;-0.03506328730052754;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-01-2022;-0.03862495892665703;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-01-2022;-0.031005045241566373;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;28-02-2022;-0.029077735962977247;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;28-02-2022;-0.024619067403388373;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;28-02-2022;-0.01737841796246285;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;28-02-2022;-0.02642025130844118;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;28-02-2022;-0.025456771365082745;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;28-02-2022;-0.025630108702871593;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-03-2022;0.012264965093745195;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-03-2022;0.017058379231860377;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-03-2022;0.0125482;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-03-2022;0.02456856277162292;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-03-2022;0.028244425432757906;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-03-2022;0.01853136266109197;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-04-2022;-0.03487124433224642;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-04-2022;-0.03489143254045912;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-04-2022;-0.016083677771062878;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-04-2022;-0.030828517411532558;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-04-2022;-0.030694204806586804;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-04-2022;-0.0304599421168803;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-05-2022;-0.005341568526805007;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-05-2022;-0.012652763207488982;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-05-2022;-0.007061617842237085;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-05-2022;-0.025945489271476992;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-05-2022;-0.02693789597875369;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-05-2022;-0.02633416391377546;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-06-2022;-0.05042508154198721;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-06-2022;-0.04246682177423522;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-06-2022;-0.036650906061808076;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-06-2022;-0.064361177099094;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-06-2022;-0.06659152048299166;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-06-2022;-0.06367164563047849;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-07-2022;0.06510676273486782;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-07-2022;0.04905375002488155;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-07-2022;0.0433104;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-07-2022;0.0812136390229308;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-07-2022;0.0904977522022377;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-07-2022;0.07501780731028716;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-08-2022;-0.0223419570172243;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-08-2022;-0.018712651172588357;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-08-2022;-0.01827046081382482;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-08-2022;-0.027664933394119552;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-08-2022;-0.025964167809369963;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-08-2022;-0.032073625730607624;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-09-2022;-0.06268820869242442;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-09-2022;-0.05465993907280121;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-09-2022;-0.03543153032546084;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-09-2022;-0.07268960870960547;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-09-2022;-0.07544447960516738;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-09-2022;-0.06930616550116722;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-10-2022;0.03098300579643487;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-10-2022;0.02682684792671064;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-10-2022;0.028292852557817785;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-10-2022;0.03755310143712261;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-10-2022;0.04286581146968886;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-10-2022;0.03450550674265781;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-11-2022;0.030424797316981333;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-11-2022;0.033518459186448135;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-11-2022;0.02030538301878502;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-11-2022;0.021375637346037635;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-11-2022;0.01926671147705802;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-11-2022;0.02097578095588969;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-12-2022;-0.03718206690090087;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-12-2022;-0.02999859326293619;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-12-2022;-0.0264224060623605;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-12-2022;-0.04108169326586591;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-12-2022;-0.049543415191093496;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-12-2022;-0.033953182480635495;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-01-2023;0.03139769001729942;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-01-2023;0.031095366376965528;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-01-2023;0.027263907963888487;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-01-2023;0.0452952378930725;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-01-2023;0.05434539303041406;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-01-2023;0.04254813420740115;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;28-02-2023;-0.007092447312367356;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;28-02-2023;0.0023079240416592484;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;28-02-2023;0.005701970157126182;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;28-02-2023;-0.004350231607284901;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;28-02-2023;-0.0004576470184024559;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;28-02-2023;-0.004105268208210036;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-03-2023;0.005175664246202416;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-03-2023;0.005218931261187221;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-03-2023;0.005824117612612625;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-03-2023;-0.007605305928738546;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-03-2023;-0.016503012211510907;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-03-2023;-0.008708110343414496;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-04-2023;0.002046138534001374;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-04-2023;0.006609948627090079;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-04-2023;0.006777735731282668;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-04-2023;0.0035296190457836034;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-04-2023;0.0053997140245740025;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-04-2023;0.006297953817165521;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-05-2023;0.0037595548359432573;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-05-2023;0.003619004156326655;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-05-2023;0.006815306300723601;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-05-2023;0.007244825515698936;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-05-2023;0.008516851904459458;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-05-2023;0.0036724590219978847;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-06-2023;0.016168183714872164;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-06-2023;0.027514155118943062;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-06-2023;0.021146216455622514;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-06-2023;0.023529763062369636;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-06-2023;0.02877635461493853;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-06-2023;0.018876315870967882;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-07-2023;0.012645150626058976;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-07-2023;0.01640537719873314;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-07-2023;0.00874387474261601;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-07-2023;0.027678419410893156;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-07-2023;0.033428326024195;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-07-2023;0.02670644641213704;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-08-2023;-0.008223108525559075;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-08-2023;-0.012361687867732396;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-08-2023;-0.00561772127632735;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-08-2023;-0.0072726993704005675;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;31-08-2023;-0.0056569988715776355;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;31-08-2023;-0.0035304550706112573;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;30-09-2023;-0.016350097165622968;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;30-09-2023;-0.02207800139595084;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;30-09-2023;-0.008916548670379568;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;30-09-2023;-0.013577642102061088;Danica Balance Middel risiko 15 Year;True
PFA Profil Middel 15 Year; benchmark;x;PFA Benchmark;Benchmark;Moderat;15;0.27680000000000005;30-09-2023;-0.012192753528987995;PFA Profil Middel 15 Year;True
Nordea Pension Mix Mellem risiko 15 Year; benchmark;x;Nordea Benchmark;Benchmark;Moderat;15;0.28251000000000004;30-09-2023;-0.014159884031575086;Nordea Pension Mix Mellem risiko 15 Year;True
Danica Balance Middel risiko 15 Year;y;Danica Balance;LivsCyklus;Moderat;15;1.06;31-10-2023;-0.018484779951213892;Danica Balance Middel risiko 15 Year;False;
PFA Profil Middel 15 Year;y;PFA;LivsCyklus;Moderat;15;0.84;31-10-2023;-0.01761747634917732;PFA Profil Middel 15 Year;False;
Nordea Pension Mix Mellem risiko 15 Year;y;Nordea Pension Mix;LivsCyklus;Moderat;15;0.63;31-10-2023;-0.011146797164077715;Nordea Pension Mix Mellem risiko 15 Year;False;
Danica Balance Middel risiko 15 Year; benchmark;x;Danica Benchmark;Benchmark;Moderat;15;0.27463000000000004;31-10-2023;-0.02626899692500682;Danica Balance Middel risiko 15 Year;True
